Latitude,Longitude,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12
41.6875,-95.6042,43.78,51.6,28.51,57.44,40.32,59.49,90.35,116.59,27.44,85.18,6.15,44.27
41.6875,-94.7708,47.91,61.36,33.82,57.38,67.98,78.44,66.25,91.47,61.47,47.28,6.31,46.91
41.6875,-93.9375,49.98,55.48,36.11,58.5,77.0,77.35,70.33,90.17,41.99,43.45,4.03,34.46
41.6875,-93.1042,40.11,56.82,35.01,71.73,73.67,100.09,68.19,99.3,53.76,65.15,8.69,28.56
41.6875,-92.2708,40.69,55.81,26.83,48.25,64.15,75.0,68.47,59.28,54.53,67.72,11.3,40.15
41.6875,-91.4375,43.53,81.75,38.65,41.89,62.11,41.94,62.83,59.3,49.03,68.51,12.75,52.4
41.6875,-90.6042,55.11,86.79,56.51,48.83,57.64,57.64,93.97,48.94,92.24,100.7,14.17,64.28
41.6875,-89.7708,53.51,77.97,50.71,89.44,69.51,45.92,133.65,35.38,85.03,124.12,19.96,65.02
41.6875,-88.9375,68.0,78.99,52.44,96.51,47.11,42.07,161.68,58.13,109.16,98.44,14.59,61.49
41.6875,-88.1042,56.5,88.18,64.06,55.1,32.37,41.14,202.05,73.92,122.38,89.34,23.6,72.62
41.6875,-86.7708,52.34,96.78,118.45,52.23,66.32,80.13,129.0,95.68,63.51,155.43,22.05,74.02
41.6875,-85.9375,53.81,106.23,125.79,80.74,43.29,42.78,151.6,63.66,42.57,152.38,18.66,75.96
41.6875,-85.1042,56.46,103.58,82.09,62.07,36.53,51.08,171.69,52.71,68.33,79.81,26.09,56.34
41.6875,-84.2708,80.42,118.7,76.58,64.16,27.48,74.96,149.75,65.48,26.09,80.54,18.71,39.97
41.6875,-83.4375,41.85,91.93,61.97,40.39,16.4,60.13,119.99,93.76,31.79,73.96,12.43,36.32
41.6875,-80.6458,115.49,69.31,95.53,81.32,31.97,80.97,138.57,98.09,17.75,89.02,49.41,65.01
41.6875,-79.8125,138.82,69.83,102.62,74.14,44.99,95.08,141.38,103.92,46.31,100.26,55.64,79.94
41.6875,-78.9792,107.78,60.95,97.24,67.93,51.78,85.09,147.66,97.59,56.16,95.95,47.26,71.21
41.6875,-78.1458,96.03,64.27,85.48,65.68,58.29,86.47,172.77,129.16,66.67,76.04,46.91,87.82
41.6875,-77.3125,72.11,43.49,58.81,63.47,44.81,76.46,146.77,121.0,99.73,70.78,37.48,121.1
41.6875,-76.4792,66.06,38.66,55.7,70.26,51.13,115.83,132.23,159.89,103.59,93.46,30.72,115.22
41.6875,-75.6459,88.24,40.51,77.84,100.65,63.0,101.64,168.83,243.0,121.25,94.89,54.2,148.63
41.6875,-74.8125,99.45,33.62,81.29,101.75,62.44,107.68,242.86,198.9,159.05,90.43,55.08,194.92
41.6875,-73.9792,98.6,31.35,85.13,133.83,32.29,114.43,228.64,121.11,216.71,97.13,50.74,180.75
41.6875,-73.1459,158.99,39.55,114.47,124.68,100.73,63.86,327.08,115.94,336.01,88.82,56.44,220.14
41.6875,-72.3125,135.01,26.59,80.62,124.39,70.86,64.73,321.35,148.93,304.24,76.63,47.05,230.1
41.6875,-71.4792,180.91,42.64,116.75,114.71,92.71,97.42,207.69,115.49,175.01,82.88,65.59,184.59
41.6875,-70.4792,251.33,51.55,101.06,83.18,66.66,140.01,78.56,183.6,176.21,72.03,42.78,119.2
41.7292,-123.8542,323.43,155.04,349.95,171.44,55.11,4.86,0.6,5.39,48.88,100.34,198.63,343.35
41.7292,-123.0208,111.68,81.42,126.25,21.35,29.76,20.17,0.0,10.69,21.92,16.88,44.07,91.11
41.7292,-122.1875,126.69,74.33,211.34,52.48,98.08,40.98,2.48,25.86,25.23,29.82,46.35,141.22
41.7292,-121.3542,30.34,12.5,60.77,10.73,45.88,15.63,0.07,39.4,15.69,10.72,24.48,28.07
41.7292,-120.5208,45.52,32.85,88.19,19.2,60.18,45.44,1.03,28.05,25.47,15.95,42.61,30.85
41.7292,-119.6875,57.46,41.27,101.27,26.6,102.5,46.5,1.49,46.17,34.13,25.58,50.65,32.11
41.7292,-118.8542,20.72,5.78,27.94,6.17,66.22,27.86,0.09,31.65,12.25,15.05,10.73,12.94
41.7292,-118.0208,56.11,19.02,59.12,13.67,41.37,34.37,0.34,24.21,32.74,33.04,22.59,31.68
41.7292,-117.1875,56.03,31.55,60.4,26.35,45.84,41.94,0.04,31.94,32.8,44.51,31.36,31.62
41.7292,-116.3542,21.98,17.26,44.08,23.89,48.46,24.06,1.05,17.99,54.11,28.85,20.43,42.85
41.7292,-115.5208,49.72,36.55,78.24,33.39,65.8,47.05,1.84,40.42,63.65,40.72,31.53,62.1
41.7292,-114.6875,33.02,30.91,58.85,24.8,41.14,33.69,6.4,45.66,44.19,28.68,27.56,50.87
41.7292,-113.8542,37.68,16.39,38.51,18.96,57.58,37.75,10.73,69.08,35.91,34.01,26.17,31.5
41.7292,-112.9792,30.16,6.96,29.33,12.27,64.79,25.27,8.96,66.17,37.83,33.61,18.67,14.26
41.7292,-112.1458,83.36,33.44,80.6,29.89,29.38,36.82,7.01,63.18,44.92,40.98,33.19,29.88
41.7292,-111.3125,113.27,44.92,103.7,67.32,46.23,41.99,12.66,55.37,34.46,39.25,38.69,40.25
41.7292,-110.4792,31.61,14.94,21.82,37.99,22.06,78.97,10.52,47.26,46.58,12.16,19.9,12.26
41.7292,-109.6458,26.87,12.27,13.87,32.46,21.55,53.16,14.33,35.04,29.11,15.71,10.85,7.22
41.7292,-108.8125,30.18,8.63,13.06,14.9,27.26,37.26,17.88,29.55,15.32,12.56,12.43,4.34
41.7292,-107.9792,28.63,16.74,15.13,17.74,21.65,67.75,21.52,44.55,10.19,19.37,11.56,13.85
41.7292,-107.1458,57.2,24.94,19.88,33.73,9.47,35.66,28.41,43.59,14.1,28.42,16.93,8.34
41.7292,-106.3125,24.36,20.93,32.75,38.5,32.04,35.99,29.42,44.28,18.81,23.18,10.62,15.32
41.7292,-105.4792,25.31,6.71,6.61,13.79,51.49,121.1,51.36,27.73,16.72,28.35,7.81,10.07
41.7292,-104.6458,37.87,11.47,3.16,21.01,101.97,105.86,56.42,45.47,29.0,31.84,8.95,3.58
41.7292,-103.8125,37.79,7.52,7.09,16.92,187.37,129.31,65.36,45.4,43.11,29.69,10.8,2.15
41.7292,-102.9792,26.68,5.52,15.58,17.94,128.49,101.0,57.46,70.06,37.64,30.43,8.28,3.91
41.7292,-102.1458,35.5,8.89,23.46,18.91,121.25,94.44,71.76,85.37,28.91,25.22,12.52,7.71
41.7292,-101.3125,45.89,4.09,18.13,4.26,196.44,106.48,103.74,85.57,38.62,30.65,23.12,15.88
41.7292,-100.4792,53.73,7.45,11.68,6.65,186.73,70.51,123.7,64.97,62.89,57.09,21.65,20.41
41.7292,-99.6458,49.76,8.38,6.04,6.18,177.27,64.93,103.92,30.57,65.58,116.17,32.96,28.06
41.7292,-98.8125,51.03,10.39,10.09,13.62,134.14,86.51,147.93,48.08,61.35,102.43,22.52,35.21
41.7292,-97.9792,41.61,23.78,11.71,9.12,119.62,79.65,175.01,55.26,66.51,92.62,22.92,36.85
41.7292,-97.1458,28.25,29.07,18.41,12.82,35.55,64.69,133.71,78.61,60.22,73.27,12.61,49.33
41.7292,-96.3125,38.64,32.47,18.46,34.24,37.86,56.8,109.27,102.23,66.63,65.29,4.03,40.91
41.7292,-95.4792,44.67,53.42,29.96,57.44,45.16,63.5,80.21,110.51,35.86,86.01,6.22,45.2
41.7292,-94.6458,50.12,60.21,36.45,54.64,75.92,68.64,75.9,84.33,64.79,45.38,5.78,43.7
41.7292,-93.8125,51.81,55.17,37.09,63.34,75.42,77.21,71.11,94.91,44.77,50.23,3.82,35.1
41.7292,-92.9792,40.46,53.53,33.89,70.89,72.53,90.44,76.21,99.6,57.09,69.68,9.56,28.21
41.7292,-92.1458,38.65,56.1,25.94,48.56,65.26,68.62,65.58,48.8,52.58,68.35,11.06,42.09
41.7292,-91.3125,44.28,83.29,41.42,42.37,60.96,46.94,66.53,63.12,46.98,69.63,13.24,53.86
41.7292,-90.4792,54.61,88.19,53.87,54.96,59.55,50.61,100.56,39.42,93.64,108.52,15.16,62.75
41.7292,-89.6458,55.55,76.04,55.79,83.89,68.1,50.55,148.36,54.11,99.24,123.96,20.97,61.88
41.7292,-88.8125,59.87,72.95,56.62,98.07,42.36,43.27,174.34,51.14,83.07,86.73,13.09,65.49
41.7292,-87.9792,54.17,90.27,61.31,48.73,25.38,45.21,239.32,83.19,115.62,86.41,25.2,73.22
41.7292,-86.5208,58.74,100.35,133.59,67.1,60.43,65.46,161.89,76.47,53.68,149.73,21.83,72.14
41.7292,-85.6875,52.5,102.82,106.51,71.89,37.93,32.33,145.78,59.43,39.99,145.88,19.96,71.92
41.7292,-84.8542,58.3,101.83,94.6,66.76,36.86,51.68,163.96,55.44,59.17,84.96,26.68,50.96
41.7292,-84.0208,75.27,114.59,85.93,63.98,26.57,66.25,156.22,78.72,33.84,85.2,18.47,42.49
41.7292,-81.0625,114.29,78.01,98.07,92.36,45.16,93.48,136.55,147.37,22.23,103.68,52.13,67.13
41.7292,-80.2292,135.64,75.61,101.6,79.7,41.13,92.3,153.1,95.2,28.03,96.73,54.46,80.7
41.7292,-79.3958,120.21,63.37,100.47,68.14,51.42,90.76,138.64,102.1,38.78,97.71,50.37,69.49
41.7292,-78.5625,105.78,65.5,96.83,69.94,56.92,85.46,162.92,106.21,55.86,89.63,46.41,77.14
41.7292,-77.7292,81.82,48.12,67.58,62.96,41.69,90.54,138.93,153.73,93.53,58.08,45.37,105.57
41.7292,-76.8958,77.17,49.02,59.6,65.7,48.54,95.18,126.9,157.83,117.99,85.07,33.98,133.84
41.7292,-76.0625,84.35,43.13,69.64,92.32,53.18,111.49,169.3,203.54,106.75,101.83,45.54,144.6
41.7292,-75.2292,92.94,42.4,84.14,100.02,66.5,102.39,163.17,240.77,130.91,88.58,52.63,163.42
41.7292,-74.3959,115.64,40.05,83.38,133.66,47.7,130.02,269.82,160.9,213.02,98.29,51.36,212.01
41.7292,-73.5625,105.19,30.36,87.58,113.9,50.21,91.09,246.98,119.03,248.73,94.06,53.83,179.6
41.7292,-72.7292,160.64,38.07,113.26,129.17,82.35,55.17,309.15,112.56,335.36,85.84,48.06,229.53
41.7292,-71.8959,138.11,30.1,84.42,108.42,77.82,85.34,260.45,118.32,264.53,71.87,45.94,210.4
41.7292,-71.0209,220.82,30.27,105.09,75.39,76.38,101.69,148.65,126.72,191.18,76.28,48.11,151.53
41.7292,-70.0625,227.48,56.24,89.79,79.78,48.52,119.09,56.02,164.42,91.68,58.02,34.72,100.67
41.7708,-123.4792,290.05,155.72,327.53,90.78,37.58,12.76,0.08,11.25,46.55,62.61,133.68,266.52
41.7708,-122.6458,88.66,65.67,110.84,17.28,37.18,22.49,0.06,16.43,17.56,11.64,32.48,80.37
41.7708,-121.8125,31.48,12.11,60.17,12.11,52.6,12.52,1.74,18.31,10.78,13.09,16.74,53.16
41.7708,-120.9792,48.54,24.67,95.46,17.95,49.5,38.17,0.8,23.62,17.89,12.91,44.78,35.38
41.7708,-120.1458,32.77,23.18,52.87,14.18,51.61,34.96,0.97,24.47,23.78,12.54,29.27,19.78
41.7708,-119.3125,41.7,13.6,66.19,13.13,103.91,30.47,0.31,44.42,16.28,33.32,26.58,25.28
41.7708,-118.4792,33.19,10.36,43.96,8.41,52.86,33.78,0.38,29.39,24.88,21.58,13.89,20.31
41.7708,-117.6458,42.46,20.96,63.99,26.57,53.59,38.54,0.12,31.74,32.23,46.36,22.94,22.87
41.7708,-116.8125,29.72,19.92,38.95,20.03,40.09,28.97,0.59,22.65,37.38,30.48,21.7,30.98
41.7708,-115.9792,32.03,25.73,62.2,31.59,63.81,33.56,1.02,25.95,61.89,38.79,26.85,57.29
41.7708,-115.1458,33.73,27.32,45.9,21.95,54.86,45.57,5.04,44.44,46.87,25.68,21.42,37.39
41.7708,-114.3125,29.49,26.37,53.45,24.91,37.18,32.45,9.76,44.76,37.82,29.03,25.67,42.13
41.7708,-113.4792,39.72,9.55,29.71,11.59,69.0,32.98,10.39,78.16,35.16,31.1,23.73,19.06
41.7708,-112.6458,65.77,34.38,73.45,32.34,34.58,35.56,9.04,47.56,40.24,31.57,29.5,30.3
41.7708,-111.8125,83.65,34.78,93.81,52.98,27.74,47.45,8.02,62.26,55.66,53.76,37.24,32.12
41.7708,-110.9792,57.77,13.82,43.04,35.13,39.08,45.91,7.06,50.3,36.86,23.93,27.91,13.07
41.7708,-110.1458,31.8,9.56,9.59,27.82,12.15,67.44,13.18,28.62,33.36,11.29,10.02,6.82
41.7708,-109.3125,37.66,15.2,15.96,27.05,24.33,40.04,15.01,40.75,29.72,17.69,16.16,8.5
41.7708,-108.4792,24.09,13.04,13.56,15.75,30.31,50.27,21.29,31.44,8.81,12.22,10.24,8.51
41.7708,-107.6458,54.35,27.67,21.28,28.36,17.7,60.73,24.34,47.91,13.12,30.49,18.45,18.51
41.7708,-106.8125,58.36,27.72,17.86,36.95,14.2,37.15,28.84,45.07,15.33,32.35,17.23,10.0
41.7708,-105.9792,19.41,12.7,17.3,23.76,33.05,55.1,35.73,40.91,16.54,22.31,7.58,10.28
41.7708,-105.1458,33.27,11.65,3.56,16.61,67.56,116.56,56.31,35.41,18.48,33.02,8.21,9.15
41.7708,-104.3125,29.57,7.1,3.09,16.59,132.93,113.67,51.27,37.83,35.3,29.91,8.28,1.61
41.7708,-103.4792,28.93,5.86,8.35,14.15,183.41,120.08,64.03,46.23,49.0,24.43,10.44,2.18
41.7708,-102.6458,27.97,6.86,19.64,20.56,110.14,95.75,58.39,76.69,33.3,28.91,8.94,4.34
41.7708,-101.8125,41.66,7.72,21.05,12.96,159.74,109.32,90.72,88.17,32.47,28.31,18.11,11.32
41.7708,-100.9792,48.97,3.99,14.9,5.3,180.0,74.31,122.42,72.6,47.87,33.4,18.92,17.61
41.7708,-100.1458,55.06,10.03,9.08,6.62,189.72,76.1,118.28,55.18,71.62,81.64,26.49,22.23
41.7708,-99.3125,45.33,8.71,5.86,10.76,143.42,74.06,119.31,41.1,55.87,112.18,24.66,35.55
41.7708,-98.4792,51.06,15.83,10.71,13.48,131.49,96.11,148.01,56.66,63.61,108.62,24.31,32.42
41.7708,-97.6458,44.93,24.06,14.38,10.76,73.7,80.7,151.58,66.47,65.94,107.97,14.07,44.04
41.7708,-96.8125,30.22,29.13,17.2,13.35,41.08,73.07,96.56,92.0,70.36,65.33,6.72,36.43
41.7708,-95.9792,43.41,40.89,20.97,44.32,39.68,51.83,104.99,113.51,45.09,77.94,4.24,44.88
41.7708,-95.1458,43.13,57.4,31.64,57.05,53.9,77.14,59.64,92.21,53.27,67.44,6.2,48.82
41.7708,-94.3125,54.81,61.88,41.24,55.4,91.06,69.84,94.18,80.92,57.75,40.97,4.39,36.23
41.7708,-93.4792,50.77,59.01,34.16,71.48,76.19,74.05,71.82,92.24,58.41,61.22,3.75,33.24
41.7708,-92.6458,43.06,51.14,28.69,54.85,66.96,76.73,83.01,78.21,59.41,79.02,10.97,31.32
41.7708,-91.8125,40.46,65.2,27.77,43.31,60.54,56.61,57.38,47.93,39.8,76.02,13.14,45.75
41.7708,-90.9792,45.71,79.83,61.75,36.73,52.04,84.97,66.01,50.04,37.72,103.79,16.92,57.26
41.7708,-90.1458,53.99,90.45,50.82,84.64,69.23,36.47,119.83,24.05,83.74,114.54,18.62,64.32
41.7708,-89.3125,60.09,78.31,65.32,93.72,59.92,47.55,150.08,72.63,124.02,117.72,23.75,58.61
41.7708,-88.4792,69.07,102.09,75.92,72.9,35.49,31.13,229.5,59.28,90.58,87.53,23.51,73.0
41.7708,-87.6458,50.98,85.34,57.5,43.97,21.36,53.44,253.58,77.9,96.84,78.71,25.51,69.68
41.7708,-86.0208,56.54,106.36,135.43,86.7,50.56,47.54,172.94,73.05,51.67,162.81,20.51,75.14
41.7708,-85.1875,57.18,97.51,94.11,61.7,40.84,51.67,177.49,55.47,66.44,93.58,28.66,56.32
41.7708,-84.3542,74.49,111.85,88.41,66.95,28.33,65.84,151.86,65.73,34.64,82.47,20.65,40.76
41.7708,-83.5208,52.38,98.21,70.53,45.97,18.7,61.23,130.8,95.97,32.17,77.93,15.2,41.7
41.7708,-80.4375,134.95,73.04,104.13,87.23,42.15,97.95,150.12,89.1,20.77,101.02,58.51,77.62
41.7708,-79.6042,137.7,67.74,106.56,74.46,49.88,99.54,142.0,105.77,45.66,105.29,53.11,75.49
41.7708,-78.7708,109.79,64.37,99.65,70.43,52.22,86.87,161.59,101.87,58.94,98.06,46.88,72.45
41.7708,-77.9375,84.09,51.87,70.39,64.24,46.19,88.89,143.55,152.24,85.28,61.1,43.89,92.55
41.7708,-77.1042,63.76,37.63,50.48,64.49,45.72,74.57,134.31,132.61,109.61,71.99,29.83,116.45
41.7708,-76.2708,76.08,42.1,59.12,69.85,53.09,112.79,147.75,174.65,97.06,99.27,34.32,130.81
41.7708,-75.4375,95.87,46.45,88.09,101.84,74.01,112.62,162.77,259.96,125.78,95.26,57.12,158.13
41.7708,-74.6042,112.72,40.05,91.45,115.82,61.4,110.76,262.25,211.48,184.6,101.81,59.39,221.37
41.7708,-73.7709,92.51,29.32,86.16,114.55,31.15,104.21,210.7,125.64,214.03,93.79,54.44,173.29
41.7708,-72.9375,161.68,41.93,120.37,136.05,98.28,56.09,333.18,109.52,347.68,92.6,54.5,237.05
41.7708,-72.1042,131.44,27.28,76.71,123.2,68.8,71.58,316.04,143.65,290.31,77.95,44.95,222.34
41.7708,-71.2709,183.13,40.55,116.96,110.14,87.7,95.48,208.45,128.46,194.21,70.66,59.6,174.84
41.7708,-69.9792,229.76,55.82,88.15,79.04,48.24,118.61,56.23,162.27,86.57,58.48,34.82,102.64
41.8125,-123.4792,310.86,181.94,371.51,114.54,45.04,18.2,0.08,13.26,55.8,74.23,156.21,289.28
41.8125,-122.6458,124.93,92.47,173.42,26.8,47.07,24.95,0.04,17.77,22.28,16.72,47.67,114.24
41.8125,-121.8125,34.28,12.88,68.61,13.46,57.05,12.99,1.63,22.76,13.55,13.92,20.66,59.06
41.8125,-120.9792,45.13,22.0,92.14,17.83,47.35,36.81,1.17,23.06,15.66,12.27,42.76,34.37
41.8125,-120.1458,32.3,22.44,52.51,15.11,51.33,32.98,0.92,25.09,22.99,12.04,29.74,19.94
41.8125,-119.3125,40.47,12.92,66.32,13.11,104.87,29.25,0.26,45.78,15.37,34.15,26.23,25.64
41.8125,-118.4792,52.23,16.03,67.6,11.67,60.61,40.04,0.51,31.87,30.02,30.16,20.88,33.94
41.8125,-117.6458,38.08,18.55,59.85,24.1,50.08,36.23,0.18,30.95,29.48,42.73,19.69,20.24
41.8125,-116.8125,29.4,19.71,38.75,19.84,39.55,28.31,0.57,22.61,37.21,30.36,21.44,30.74
41.8125,-115.9792,28.81,24.39,58.39,29.36,60.74,31.72,1.18,25.35,62.72,37.49,25.59,52.91
41.8125,-115.1458,41.13,34.33,60.24,30.72,65.44,52.11,5.61,51.04,50.72,32.96,27.24,42.47
41.8125,-114.3125,31.62,28.05,57.02,26.35,38.18,32.68,9.27,43.18,37.74,30.77,27.65,44.35
41.8125,-113.4792,43.41,12.21,37.75,15.65,73.15,36.7,11.35,84.33,41.79,36.83,26.33,23.91
41.8125,-112.6458,79.58,40.06,80.82,32.03,37.03,37.84,9.7,48.69,46.24,32.87,35.76,36.9
41.8125,-111.8125,71.24,31.31,78.12,45.21,26.48,41.71,6.93,61.66,54.15,46.33,34.66,29.44
41.8125,-110.9792,43.61,11.35,35.5,31.7,37.31,46.01,6.71,48.56,36.1,22.62,23.31,10.0
41.8125,-110.1458,33.21,9.79,9.36,27.9,11.38,67.26,12.88,28.11,33.42,10.57,9.86,6.92
41.8125,-109.3125,40.25,15.78,16.08,27.26,24.08,41.72,15.14,41.74,30.76,17.51,16.31,9.67
41.8125,-108.4792,22.68,12.83,12.93,15.31,29.56,50.83,20.97,31.37,8.88,12.17,9.86,8.75
41.8125,-107.6458,50.56,24.83,19.01,28.26,17.07,60.36,24.65,46.99,12.86,28.14,17.08,15.92
41.8125,-106.8125,61.85,28.71,16.28,39.44,14.87,38.52,29.89,45.75,15.29,33.52,18.34,9.83
41.8125,-105.9792,19.84,12.39,15.77,22.68,33.36,54.42,37.08,39.99,17.01,22.46,7.03,9.23
41.8125,-105.1458,27.0,10.45,3.08,16.48,66.85,105.78,52.98,33.57,18.81,31.38,7.02,7.17
41.8125,-104.3125,28.81,7.16,2.91,16.53,128.4,112.16,50.2,37.73,36.37,31.14,8.18,1.52
41.8125,-103.4792,26.88,5.21,7.56,13.3,180.58,118.28,63.24,45.06,49.03,23.34,10.4,1.95
41.8125,-102.6458,27.24,6.79,18.21,20.34,112.99,98.56,59.76,75.29,35.89,31.13,9.04,4.01
41.8125,-101.8125,41.65,9.03,20.45,14.9,155.63,113.78,93.43,89.41,32.7,28.44,17.91,10.99
41.8125,-100.9792,49.46,4.74,14.62,5.83,177.02,79.64,122.29,74.1,47.23,38.04,19.66,17.88
41.8125,-100.1458,53.97,10.0,9.31,6.8,176.27,83.61,121.08,57.7,69.75,82.75,24.07,21.81
41.8125,-99.3125,45.88,8.5,5.57,11.83,144.86,73.62,117.29,42.92,56.93,113.36,25.79,36.59
41.8125,-98.4792,53.23,15.77,11.11,13.49,132.12,96.55,150.58,54.35,63.33,109.89,24.28,33.75
41.8125,-97.6458,46.69,24.02,14.81,10.8,69.16,84.42,150.27,65.05,63.29,116.11,14.66,41.54
41.8125,-96.8125,31.28,28.78,16.86,12.51,45.45,74.73,90.9,93.0,71.85,65.85,6.14,36.05
41.8125,-95.9792,44.21,40.52,20.73,43.01,43.0,51.87,103.77,114.14,48.11,80.15,4.12,46.04
41.8125,-95.1458,43.65,57.11,32.13,55.86,54.71,73.54,59.68,88.74,57.2,71.09,5.84,47.57
41.8125,-94.3125,54.86,61.62,41.43,55.63,92.2,71.02,97.5,80.59,57.73,41.02,4.23,37.2
41.8125,-93.4792,52.71,60.45,34.86,72.53,76.13,75.1,73.81,93.43,59.76,63.17,3.66,32.94
41.8125,-92.6458,43.21,49.8,28.86,54.62,65.8,74.54,82.62,68.59,56.38,84.87,10.62,31.14
41.8125,-91.8125,40.34,64.11,26.4,42.12,60.35,57.28,55.92,47.75,37.64,77.87,13.56,43.92
41.8125,-90.9792,45.98,78.97,62.33,37.4,52.96,88.21,66.16,43.46,38.05,106.77,16.56,56.72
41.8125,-90.1458,53.9,92.98,50.5,84.9,69.92,35.84,124.49,23.2,84.15,115.6,18.38,64.52
41.8125,-89.3125,59.54,79.38,65.11,95.53,58.65,47.38,145.96,69.56,116.59,116.49,23.21,59.52
41.8125,-88.4792,65.86,103.57,72.04,73.15,35.01,32.03,232.15,54.96,87.44,85.64,23.32,70.15
41.8125,-87.6458,50.02,84.22,54.0,42.51,18.34,51.51,250.83,73.57,96.31,76.99,24.95,69.19
41.8125,-85.9375,56.79,105.14,127.0,86.14,48.35,41.68,168.96,73.95,52.46,162.82,21.7,73.75
41.8125,-85.1042,58.0,96.58,96.48,60.94,40.7,52.16,180.71,55.45,67.2,93.54,30.04,54.01
41.8125,-84.2708,76.58,114.96,89.13,65.0,27.38,68.41,156.92,70.36,35.82,82.66,19.94,41.04
41.8125,-81.1042,106.97,80.7,95.09,90.84,45.94,90.08,129.01,146.37,21.45,98.36,50.22,63.42
41.8125,-80.2708,142.9,75.69,106.24,83.78,44.03,101.12,151.66,91.05,27.5,103.71,57.91,83.17
41.8125,-79.4375,116.57,60.8,98.02,68.24,48.44,90.38,134.42,97.14,39.32,98.11,48.66,68.99
41.8125,-78.6042,100.13,64.32,96.28,68.52,51.81,82.4,171.71,104.8,53.21,92.04,47.27,75.03
41.8125,-77.7708,79.76,45.61,60.8,58.14,41.75,84.63,131.55,148.65,82.42,61.03,41.82,98.47
41.8125,-76.9375,67.7,42.01,56.32,61.7,45.7,85.31,127.22,156.24,102.64,74.05,30.95,120.4
41.8125,-76.1042,83.23,44.15,67.53,83.37,52.73,115.25,164.6,200.29,95.38,100.33,41.26,146.89
41.8125,-75.2709,90.85,42.04,83.58,95.26,66.87,104.01,158.18,242.19,121.52,87.66,52.06,155.98
41.8125,-74.4375,113.0,41.09,88.94,132.1,50.83,124.04,263.81,175.73,206.34,105.04,55.31,217.28
41.8125,-73.6042,106.48,32.49,90.82,106.9,49.72,105.98,257.69,122.09,245.99,94.97,53.87,179.56
41.8125,-72.7709,159.53,41.78,117.57,137.21,86.26,54.17,334.45,107.57,338.03,91.43,51.89,235.43
41.8125,-71.9375,138.02,32.81,84.99,105.78,77.03,88.29,275.36,123.18,262.07,72.89,44.82,213.4
41.8125,-71.0625,209.45,33.8,117.33,71.32,89.79,94.38,172.53,133.57,206.57,68.43,51.5,158.82
41.8542,-123.9792,370.85,181.54,377.33,197.43,48.97,2.95,0.5,3.9,38.15,107.66,237.25,395.63
41.8542,-123.1458,161.38,103.48,200.33,49.13,33.72,23.3,0.01,10.04,45.41,31.56,76.67,138.75
41.8542,-122.3125,92.07,59.46,134.78,41.46,63.43,28.24,0.97,21.92,22.2,18.51,38.54,103.96
41.8542,-121.4792,26.56,8.4,47.58,9.75,47.34,12.86,0.12,36.54,16.74,9.59,21.5,33.77
41.8542,-120.6458,55.34,28.48,84.45,18.17,47.77,47.5,1.53,26.74,20.68,13.62,44.6,34.52
41.8542,-119.8125,39.18,31.06,77.68,26.07,84.07,39.63,1.06,38.81,28.96,19.47,40.83,25.71
41.8542,-118.9792,24.87,5.97,38.15,7.17,79.45,25.26,0.06,40.19,9.92,21.63,13.4,18.12
41.8542,-118.1458,88.62,31.06,109.83,19.0,51.95,45.94,1.02,37.61,41.13,42.29,31.68,55.57
41.8542,-117.3125,88.63,48.79,110.96,43.41,66.04,54.06,0.07,49.35,39.26,68.26,43.47,46.08
41.8542,-116.4792,21.69,17.54,34.51,17.45,40.05,21.39,1.06,16.92,48.11,24.39,21.08,39.87
41.8542,-115.6458,37.09,32.07,83.47,36.9,63.37,44.8,1.97,33.52,67.14,40.31,25.63,50.08
41.8542,-114.8125,31.66,31.4,55.03,24.67,40.39,32.32,5.79,41.66,42.24,26.81,26.39,44.94
41.8542,-113.9792,56.93,34.5,64.39,31.7,61.52,46.17,11.67,65.56,42.67,44.03,39.64,53.96
41.8542,-113.1458,35.63,8.06,26.82,10.01,62.67,28.74,9.12,72.36,32.59,28.74,20.87,15.95
41.8542,-112.3125,121.97,57.42,108.79,36.21,42.91,49.25,11.22,59.09,47.82,43.53,54.79,52.95
41.8542,-111.4792,176.36,108.23,191.85,106.49,60.23,44.89,18.19,69.78,58.43,61.42,61.53,96.67
41.8542,-110.6458,45.82,21.09,39.42,47.44,35.14,84.39,8.89,52.31,53.91,18.19,33.84,21.41
41.8542,-109.8125,25.22,8.37,7.92,24.08,12.49,57.31,13.34,26.88,28.71,11.09,7.17,6.01
41.8542,-108.9792,42.95,12.6,14.82,18.43,25.11,40.35,17.53,35.64,24.33,15.61,15.75,6.93
41.8542,-108.1458,26.11,15.57,14.15,18.43,25.83,64.02,21.01,38.45,9.05,16.28,10.41,11.95
41.8542,-107.3125,87.58,36.77,22.86,44.62,13.01,47.32,30.46,49.12,16.02,37.58,24.96,14.3
41.8542,-106.4792,40.13,23.42,19.32,38.39,26.13,41.75,29.98,43.53,17.1,25.31,12.03,11.39
41.8542,-105.6458,24.91,10.07,7.69,16.39,43.76,74.05,51.11,31.74,18.22,27.37,6.58,8.18
41.8542,-104.8125,37.03,13.19,2.38,20.45,83.05,90.16,49.81,39.57,29.97,35.84,7.68,3.98
41.8542,-103.9792,29.22,5.52,4.49,14.92,147.68,119.1,54.62,37.25,42.2,29.59,7.87,1.33
